PK_PROPOSTA,FK_CLIENTE,FK_COLABORADOR,FK_AGENCIA,NUMERO_PROPOSTA,TS_ENTRADA_PROPOSTA,TAXA_JUROS_MENSAL,VALOR_PROPOSTA,VALOR_FINANCIAMENTO,VALOR_ENTRADA,VALOR_PRESTACAO,QUANTIDADE_PARCELAS,CARENCIA,STATUS_PROPOSTA
495,95,55,5,495,2010-06-01T21:56:26.544Z,0.02160000056028366,72803.84,92454.98,19651.14,2580.16,44,4,Validação documentos
496,563,68,9,496,2013-11-08T13:39:02.051Z,0.016100000590085983,121312.71,154410.74,33098.03,2337.7,113,5,Em análise
497,384,65,9,497,2016-05-01T00:37:10.642Z,0.008200000040233135,14058.27,18764.81,4706.54,261.99,71,5,Enviada
498,702,38,8,498,2013-11-16T01:49:17.682Z,0.011300000362098217,138594.14,172730.8,34136.66,2461.46,90,6,Aprovada
499,617,46,9,499,2015-02-04T13:59:00.054Z,0.021900000050663948,47447.54,89801.68,42354.14,5865.89,9,0,Aprovada
500,237,24,2,500,2012-04-27T14:48:51.460Z,0.024000000208616257,62815.5,110109.13,47293.63,1694.24,93,5,Em análise
501,522,41,8,501,2017-07-30T05:53:56.963Z,0.022600000724196434,37664.58,71978.45,34313.87,19473.08,2,3,Enviada
502,435,33,7,502,2021-02-04T07:13:29.536Z,0.013700000010430813,17261.01,25677.28,8416.27,820.09,25,6,Em análise
503,971,67,5,503,2014-03-25T09:48:45.959Z,0.021800000220537186,94887.47,121025.88,26138.41,2382.31,94,1,Validação documentos
504,598,6,8,504,2020-06-30T15:30:05.610Z,0.012500000186264515,93892.01,177101.26,83209.25,1985.35,72,2,Enviada
505,118,8,8,505,2010-11-01T13:55:12.627Z,0.008700000122189522,89389.72,155329.94,65940.22,2023.34,56,6,Em análise
506,783,57,4,506,2022-02-27T23:45:28.741Z,0.0203000009059906,83963.89,116317.18,32353.29,1905.1,112,3,Validação documentos
507,380,19,4,507,2020-04-26T23:52:12.640Z,0.022199999541044235,91233.11,113136.7,21903.59,2436.94,81,1,Em análise
508,60,99,9,508,2017-08-11T05:19:18.479Z,0.02500000037252903,106900.92,170021.57,63120.65,3285.39,68,6,Em análise
509,642,85,2,509,2022-12-04T04:39:31.978Z,0.015699999406933784,80814.52,138393.74,57579.22,2089.26,60,2,Em análise
510,989,29,2,510,2012-11-23T04:56:35.917Z,0.009800000116229057,165750.22,232801.14,67050.92,3385.99,67,6,Em análise
511,375,76,2,511,2021-05-07T03:57:24.481Z,0.015399999916553497,107132.98,186611.19,79478.21,2971.99,53,0,Em análise
512,53,82,2,512,2011-04-03T10:54:25.998Z,0.012299999594688416,114587.78,140341.6,25753.82,5542.92,24,3,Em análise
513,232,82,2,513,2011-04-15T03:36:53.059Z,0.017100000753998756,183665.87,234702.61,51036.74,5069.12,57,0,Enviada
514,577,81,2,514,2022-12-08T18:50:08.540Z,0.021700000390410423,163159.51,229820.92,66661.41,34786.64,5,1,Enviada
515,402,56,9,515,2021-02-04T23:06:11.866Z,0.010499999858438969,20977.49,26363.04,5385.55,1168.34,20,1,Enviada
516,96,9,2,516,2017-04-21T02:19:06.346Z,0.009100000374019146,88961.94,110825.36,21863.42,1367.17,99,2,Enviada
517,976,6,8,517,2011-03-04T20:39:09.978Z,0.01549999974668026,53838.03,80336.38,26498.35,1922.94,37,0,Enviada
518,357,64,10,518,2022-11-26T17:31:24.270Z,0.008700000122189522,34103.21,53893.38,19790.17,502.66,103,4,Aprovada
519,505,57,4,519,2019-10-05T21:42:29.940Z,0.011699999682605267,73490.57,109133.09,35642.52,1316.69,91,4,Em análise
520,833,28,6,520,2011-08-09T21:19:47.464Z,0.01140000019222498,67641.46,81009.88,13368.42,1125.17,102,1,Validação documentos
521,439,72,1,521,2021-04-04T11:33:22.956Z,0.01940000057220459,141731.06,188233.03,46501.97,7697.52,23,4,Em análise
522,293,40,6,522,2021-05-31T23:16:42.730Z,0.015200000256299973,96752.5,187539.41,90786.91,1791.51,114,4,Em análise
523,170,14,7,523,2016-03-26T18:21:33.211Z,0.020600000396370888,90579.34,159191.86,68612.52,2740.87,56,2,Enviada
524,185,73,3,524,2018-06-08T19:11:24.623Z,0.02019999921321869,67910.38,107340.54,39430.16,2969.03,31,2,Em análise
525,962,30,10,525,2014-06-14T18:53:48.415Z,0.023099999874830246,114683.6,186629.77,71946.17,3283.38,72,6,Enviada
526,427,25,10,526,2010-11-28T00:30:50.055Z,0.021299999207258224,111118.48,191994.15,80875.67,3173.18,65,1,Aprovada
527,426,90,2,527,2019-04-01T05:30:33.295Z,0.014299999922513962,82120.44,113489.98,31369.54,9789.24,9,5,Enviada
528,506,20,9,528,2020-03-13T13:48:20.332Z,0.00989999994635582,91329.4,108720.96,17391.56,3533.67,30,4,Aprovada
529,234,99,9,529,2010-10-17T19:47:44.677Z,0.023800000548362732,130748.27,226236.17,95487.9,3586.2,86,6,Validação documentos
530,537,48,6,530,2015-10-22T12:31:17.124Z,0.012500000186264515,109657.71,129082.4,19424.69,28276.45,4,3,Enviada
531,740,90,2,531,2014-04-03T22:53:46.890Z,0.012799999676644802,62634.29,83634.87,21000.58,1024.36,120,1,Em análise
532,274,34,5,532,2013-10-15T22:27:18.293Z,0.02280000038444996,40100.99,66923.17,26822.18,1152.05,70,1,Aprovada
533,477,57,4,533,2011-07-23T20:28:19.757Z,0.0215000007301569,22998.48,34655.3,11656.82,731.32,53,6,Enviada
534,681,78,2,534,2011-02-21T19:04:54.132Z,0.02019999921321869,38494.11,68052.14,29558.03,955.72,84,4,Enviada
535,471,18,1,535,2021-05-14T02:29:46.669Z,0.010999999940395355,13501.58,16157.71,2656.13,252.69,81,3,Validação documentos
536,942,7,7,536,2021-11-30T18:04:00.767Z,0.016100000590085983,44378.61,80512.26,36133.65,956.74,86,3,Validação documentos
537,462,68,9,537,2012-11-26T08:19:24.790Z,0.01549999974668026,144970.11,249193.72,104223.61,3194.89,79,0,Enviada
538,961,58,5,538,2013-10-27T01:21:58.193Z,0.01759999990463257,51926.16,89308.86,37382.7,1336.43,66,4,Aprovada
539,519,38,8,539,2011-02-24T06:09:05.550Z,0.01889999955892563,29082.34,50644.59,21562.25,693.54,84,2,Aprovada
540,223,70,2,540,2017-01-30T17:33:45.255Z,0.022199999541044235,85784.82,131743.33,45958.51,2346.75,76,5,Em análise
541,86,97,10,541,2014-02-28T05:29:04.678Z,0.013000000268220901,86787.05,107270.41,20483.36,1469.71,113,5,Aprovada
542,991,53,10,542,2010-08-11T08:39:54.762Z,0.008799999952316284,7275.69,10198.6,2922.91,180.5,50,6,Em análise
543,277,35,4,543,2019-11-10T10:56:00.414Z,0.02019999921321869,63305.83,97522.46,34216.63,11309.35,6,3,Enviada
544,654,68,9,544,2019-09-26T15:11:19.638Z,0.01590000092983246,15873.62,23761.29,7887.67,750.16,26,4,Aprovada
545,559,13,3,545,2012-02-28T02:39:56.818Z,0.01489999983459711,142582.18,193436.11,50853.93,2663.71,108,2,Validação documentos
546,328,13,3,546,2016-08-29T04:21:14.915Z,0.021400000900030136,76316.82,110890.42,34573.6,2010.63,79,6,Em análise
547,108,38,8,547,2012-11-25T04:34:49.626Z,0.02319999970495701,95714.37,173172.58,77458.21,3156.67,53,0,Enviada
548,438,25,10,548,2020-01-30T23:26:55.506Z,0.01080000028014183,124357.01,192464.28,68107.27,2367.14,78,5,Enviada
549,178,8,8,549,2022-11-21T23:04:05.237Z,0.018300000578165054,177787.71,218504.39,40716.68,31557.84,6,5,Enviada
550,413,2,5,550,2018-03-25T05:09:09.535Z,0.010300000198185444,20840.39,34671.08,13830.69,311.51,114,5,Enviada
551,632,35,4,551,2010-11-25T15:00:30.706Z,0.02250000089406967,164655.51,225202.96,60547.45,4240.17,93,2,Validação documentos
552,559,27,10,552,2018-03-16T20:39:20.457Z,0.012900000438094139,36245.48,57046.07,20800.59,769.43,73,0,Enviada
553,165,86,2,553,2021-09-13T10:50:36.933Z,0.015399999916553497,3614.77,4420.42,805.65,220.89,19,0,Em análise
554,866,49,5,554,2013-01-03T22:18:22.920Z,0.023099999874830246,39059.19,62927.54,23868.35,1191.43,62,4,Enviada
555,300,26,1,555,2016-08-15T09:44:01.547Z,0.01640000008046627,166593.11,240987.35,74394.24,16675.46,11,4,Validação documentos
556,312,59,9,556,2022-04-09T12:40:53.613Z,0.019999999552965164,150311.52,207205.74,56894.22,4217.51,63,0,Aprovada
557,681,4,6,557,2022-05-12T04:47:00.508Z,0.012900000438094139,147277.72,223969.71,76691.99,2844.58,86,3,Aprovada
558,482,60,1,558,2012-03-25T09:53:14.493Z,0.012400000356137753,62068.66,111358.78,49290.12,3523.25,20,2,Em análise
559,128,56,9,559,2020-02-07T07:56:05.453Z,0.010099999606609344,138396.19,182656.78,44260.59,6079.07,26,1,Em análise
560,617,40,6,560,2010-04-26T19:03:16.719Z,0.015699999406933784,45734.28,77005.62,31271.34,1277.53,53,3,Validação documentos
561,342,33,7,561,2013-03-15T04:45:49.259Z,0.012900000438094139,101428.36,196189.49,94761.13,3539.94,36,6,Em análise
562,62,25,10,562,2010-05-20T05:51:30.733Z,0.01979999989271164,12346.76,24656.12,12309.36,502.44,34,5,Aprovada
563,794,11,1,563,2015-12-12T01:29:48.187Z,0.01850000023841858,13112.96,23085.47,9972.51,307.28,85,5,Enviada
564,886,56,9,564,2012-11-24T14:07:51.847Z,0.01489999983459711,43942.06,62411.54,18469.48,1553.53,37,3,Aprovada
565,680,81,2,565,2010-05-01T08:04:11.930Z,0.015799999237060547,133233.84,160837.69,27603.85,2579.63,108,4,Enviada
566,831,100,7,566,2019-11-24T16:28:02.901Z,0.0142000000923872,77790.61,149218.88,71428.27,8399.45,10,2,Enviada
567,567,29,2,567,2021-09-20T19:29:25.121Z,0.023800000548362732,17636.28,22159.26,4522.98,722.24,37,1,Enviada
568,257,51,3,568,2018-02-06T06:17:25.198Z,0.012600000016391277,61491.1,78639.95,17148.85,1715.09,48,0,Em análise
569,337,58,5,569,2016-08-10T14:55:32.193Z,0.010599999688565731,15142.46,21836.57,6694.11,281.69,80,5,Em análise
570,574,51,3,570,2011-06-07T14:24:25.182Z,0.009700000286102295,52628.59,78738.82,26110.23,1274.72,53,6,Aprovada
571,533,88,6,571,2012-02-23T22:24:39.806Z,0.01940000057220459,131385.7,208259.62,76873.92,3359.39,74,6,Em análise
572,541,24,2,572,2022-11-01T02:20:03.137Z,0.014800000004470348,32153.7,45047.14,12893.44,667.29,85,3,Em análise
573,394,100,7,573,2015-12-05T11:59:48.293Z,0.018799999728798866,132454.71,162642.08,30187.37,14653.29,10,4,Aprovada
574,245,85,2,574,2020-04-17T10:21:09.191Z,0.013299999758601189,69729.51,134531.56,64802.05,1841.76,53,0,Aprovada
575,873,12,9,575,2017-02-21T20:36:37.615Z,0.01979999989271164,156353.66,225896.46,69542.8,4175.07,69,5,Enviada
576,792,2,5,576,2021-03-07T06:54:59.299Z,0.017799999564886093,97946.91,165786.35,67839.44,2318.8,79,1,Validação documentos
577,962,89,8,577,2011-03-20T16:33:42.152Z,0.016599999740719795,83765.64,106337.46,22571.82,1866.46,83,6,Enviada
578,668,100,7,578,2019-07-30T03:56:23.908Z,0.011900000274181366,18488.81,26561.13,8072.32,356.93,81,1,Enviada
579,407,48,6,579,2017-10-27T06:57:40.512Z,0.017999999225139618,86460.43,127601.86,41141.43,1816.08,109,4,Aprovada
580,951,10,8,580,2010-05-09T14:44:04.423Z,0.023399999365210533,98931.47,118228.06,19296.59,2702.16,84,2,Aprovada
581,228,96,6,581,2016-01-30T07:04:32.709Z,0.023000000044703484,122976.39,154816.9,31840.51,3107.45,106,1,Validação documentos
582,706,80,1,582,2017-03-18T02:04:55.777Z,0.012400000356137753,11175.76,14873.76,3698,436.43,31,3,Enviada
583,457,82,2,583,2022-12-03T18:35:46.800Z,0.015699999406933784,36302.18,64134.58,27832.4,688.33,113,1,Enviada
584,116,20,9,584,2016-08-19T05:53:28.933Z,0.010999999940395355,120502.29,201967.42,81465.13,2367.91,75,6,Em análise
585,371,82,2,585,2020-01-15T11:32:42.142Z,0.01209999993443489,172633.82,226552.9,53919.08,9770.07,20,5,Enviada
586,66,52,8,586,2020-07-13T15:48:51.450Z,0.01860000006854534,104056.08,137054.65,32998.57,2794.63,64,4,Validação documentos
587,45,5,8,587,2013-08-21T00:05:58.561Z,0.009200000204145908,74535.79,114991.45,40455.66,2940.03,29,4,Enviada
588,258,86,2,588,2010-12-23T06:03:00.269Z,0.02459999918937683,19938.32,36259.03,16320.71,577.2,78,4,Enviada
589,464,31,3,589,2011-02-18T03:07:36.027Z,0.02280000038444996,39019.55,57314.83,18295.28,1521.04,39,1,Validação documentos
590,298,3,1,590,2014-11-05T07:21:33.621Z,0.02410000003874302,103261.09,157596.38,54335.29,5716.37,24,5,Enviada
591,949,8,8,591,2014-09-01T06:08:21.362Z,0.015599999576807022,61355.03,79813.11,18458.08,1582.15,60,0,Enviada
592,851,27,10,592,2010-03-28T12:22:55.236Z,0.02419999986886978,197157.59,242201.6,45044.01,10305.59,26,2,Em análise
593,762,32,1,593,2013-05-02T19:13:45.612Z,0.021900000050663948,113715.47,164320.19,50604.72,3210.46,69,2,Enviada
594,849,13,3,594,2013-04-02T23:01:46.678Z,0.02290000021457672,81342.12,133991.07,52648.95,2048.57,106,3,Enviada
595,641,10,8,595,2014-02-05T03:31:13.775Z,0.017100000753998756,56720.11,86570.42,29850.31,1356.83,74,6,Em análise
596,230,59,9,596,2011-10-16T04:28:33.291Z,0.01860000006854534,22856.78,35336.36,12479.58,647.47,58,4,Em análise
597,261,12,9,597,2011-03-23T22:02:55.228Z,0.01080000028014183,63419.8,91359.86,27940.06,1034.52,101,0,Aprovada
598,219,83,9,598,2016-11-03T00:42:07.581Z,0.02280000038444996,74531.09,139170.16,64639.07,2486.98,51,1,Enviada
599,904,55,5,599,2014-06-30T13:06:30.377Z,0.015200000256299973,156268.07,214792.78,58524.71,3134.38,94,5,Aprovada
600,843,32,1,600,2012-05-14T20:00:21.920Z,0.016200000420212746,189864.45,241722.46,51858.01,3629.52,117,3,Enviada
601,819,43,5,601,2020-10-10T06:12:01.230Z,0.014000000432133675,194747.65,231677.16,36929.51,99423.41,2,0,Aprovada
602,502,12,9,602,2014-11-07T12:30:34.509Z,0.020500000566244125,138210.99,248652.7,110441.71,29365.19,5,0,Enviada
603,476,40,6,603,2022-01-12T12:31:20.514Z,0.023800000548362732,165331.84,198186.14,32854.3,4203.06,117,5,Validação documentos
604,783,69,8,604,2022-03-07T21:36:52.969Z,0.012400000356137753,121789.55,233913.73,112124.18,3957.48,39,5,Enviada
605,535,33,7,605,2014-01-03T20:30:44.359Z,0.013199999928474426,71051.36,105763.34,34711.98,2297.73,40,2,Em análise
606,148,84,2,606,2018-09-17T06:19:32.165Z,0.009800000116229057,40251.62,60956.54,20704.92,937.39,56,4,Aprovada
607,797,61,1,607,2018-09-19T08:33:46.201Z,0.013500000350177288,23823.33,42010,18186.67,649.27,51,2,Validação documentos
608,408,46,9,608,2020-03-04T17:22:24.475Z,0.019600000232458115,14782.19,25945.13,11162.94,362.02,83,6,Aprovada
609,410,20,9,609,2011-04-14T10:38:44.782Z,0.017500000074505806,35921.17,69580.92,33659.75,847.67,78,5,Validação documentos
610,668,18,1,610,2018-12-30T23:27:08.088Z,0.016100000590085983,116102.31,188815.86,72713.55,2451.57,90,1,Validação documentos
611,547,84,2,611,2021-08-02T02:22:17.396Z,0.010499999858438969,137475.79,216082.88,78607.09,4950.9,33,5,Em análise
612,386,61,1,612,2021-10-25T01:27:30.717Z,0.01769999973475933,136516.47,171502.55,34986.08,2751.45,120,4,Em análise
613,611,70,2,613,2011-07-13T08:20:03.995Z,0.00930000003427267,116303.8,143489.98,27186.18,4737.14,28,4,Aprovada
614,42,84,2,614,2022-07-11T01:35:15.309Z,0.015699999406933784,79591.35,130278.94,50687.59,8662.46,10,3,Aprovada
615,473,13,3,615,2015-04-22T08:41:12.752Z,0.021900000050663948,67669.44,85472.16,17802.72,2021.06,61,0,Em análise
616,479,5,8,616,2015-01-05T21:40:36.088Z,0.02459999918937683,148571.75,217922.44,69350.69,3998.34,101,2,Aprovada
617,141,64,10,617,2010-12-01T04:26:18.214Z,0.02449999935925007,39208.82,73552.87,34344.05,1236.28,62,2,Validação documentos
618,276,11,1,618,2015-05-01T18:16:44.915Z,0.013899999670684338,8155.99,12060.78,3904.79,690.11,13,3,Aprovada
619,195,45,4,619,2013-03-05T16:50:59.012Z,0.01119999960064888,47071.49,72242.81,25171.32,1002.57,67,3,Em análise
620,953,34,5,620,2019-07-22T19:39:52.515Z,0.009399999864399433,114167.89,206700.01,92532.12,1776.89,99,3,Aprovada
621,945,4,6,621,2010-01-15T18:46:22.405Z,0.0210999995470047,31778.72,41938.67,10159.95,770.03,98,5,Em análise
622,986,2,5,622,2020-03-06T19:09:41.564Z,0.012400000356137753,16014.73,29485.53,13470.8,264.22,113,6,Em análise
623,991,96,6,623,2014-11-18T06:30:55.663Z,0.010200000368058681,191241.79,234143.75,42901.96,3193.35,93,1,Validação documentos
624,525,35,4,624,2019-03-13T08:46:57.132Z,0.024399999529123306,136072.61,246822.51,110749.9,3869.19,81,6,Enviada
625,424,37,8,625,2019-11-12T16:46:15.248Z,0.019700000062584877,17791.48,29936.42,12144.94,3173.02,6,6,Em análise
626,562,57,4,626,2014-07-19T12:31:56.005Z,0.014399999752640724,189901.36,228595.38,38694.02,9414.72,24,6,Enviada
627,650,82,2,627,2020-11-25T16:47:17.485Z,0.0215000007301569,148315.8,210786.51,62470.71,5109.16,46,0,Validação documentos
628,29,60,1,628,2016-01-11T12:01:55.936Z,0.0210999995470047,74060.54,92431.98,18371.44,1830.82,92,5,Aprovada
629,331,57,4,629,2018-01-26T08:19:32.796Z,0.01899999938905239,171584.49,208912.64,37328.15,4515.82,68,2,Em análise
630,455,38,8,630,2018-11-16T01:03:42.826Z,0.017799999564886093,91868.86,146053.03,54184.17,2578.46,57,4,Em análise
631,585,71,7,631,2020-08-25T02:47:14.604Z,0.008299999870359898,39923.42,57130.57,17207.15,2079.47,21,5,Enviada
632,373,36,1,632,2014-12-18T05:29:14.935Z,0.014100000262260437,196880.44,237526.3,40645.86,3547.02,109,3,Enviada
633,668,38,8,633,2017-11-15T11:32:05.066Z,0.018799999728798866,107532.8,202670.54,95137.74,28158.48,4,0,Aprovada
634,300,15,5,634,2015-09-28T20:45:07.829Z,0.019500000402331352,184639.52,219029.4,34389.88,5560.09,54,3,Aprovada
635,295,28,6,635,2012-11-14T02:34:42.784Z,0.021299999207258224,41560.78,76111.24,34550.46,971.29,115,6,Em análise
636,733,95,2,636,2010-07-19T01:03:50.474Z,0.009700000286102295,45256.01,89728.01,44472,1977.71,26,2,Em análise
637,631,60,1,637,2022-12-18T05:17:15.527Z,0.012199999764561653,113519.91,188915.57,75395.66,3187.92,47,1,Aprovada
638,87,43,5,638,2020-02-18T19:25:38.466Z,0.01590000092983246,8018.94,10722.04,2703.1,230.69,51,1,Enviada
639,724,35,4,639,2018-08-23T11:06:30.732Z,0.016899999231100082,88370.52,168808.64,80438.12,7628.84,13,2,Validação documentos
640,538,92,1,640,2012-12-31T13:25:16.889Z,0.01759999990463257,11824.06,16147.77,4323.71,245.39,108,0,Aprovada
641,540,84,2,641,2012-08-08T01:46:42.085Z,0.021299999207258224,107986.89,177753.44,69766.55,2912.32,74,0,Em análise
642,69,60,1,642,2021-01-28T04:08:50.953Z,0.020800000056624413,149121.97,182222.66,33100.69,3401.42,118,3,Enviada
643,13,73,3,643,2016-02-15T01:54:40.936Z,0.014399999752640724,24284.67,34168.36,9883.69,442.92,109,6,Enviada
644,899,71,7,644,2012-02-08T22:55:57.642Z,0.008500000461935997,79906.29,120582.52,40676.23,4361.45,20,2,Validação documentos
645,372,65,9,645,2012-11-19T16:59:09.395Z,0.016899999231100082,57868.57,83007.92,25139.35,2540.73,29,0,Enviada
646,507,42,7,646,2010-03-31T06:57:42.915Z,0.01979999989271164,73607.1,142624.82,69017.72,37900.19,2,0,Em análise
647,531,60,1,647,2011-07-11T19:34:51.776Z,0.00839999970048666,39819.64,75076.56,35256.92,662.7,84,6,Enviada
648,123,80,1,648,2018-08-28T07:56:06.856Z,0.023499999195337296,81966,158148.13,76182.13,2720.52,53,3,Enviada
649,460,79,10,649,2021-10-13T19:59:22.975Z,0.014800000004470348,127691.37,164176.89,36485.52,2549.76,92,5,Validação documentos
650,953,46,9,650,2011-02-14T14:51:35.076Z,0.02250000089406967,135119.1,241805.87,106686.77,5516.27,36,3,Validação documentos
651,788,82,2,651,2015-08-30T13:26:42.721Z,0.024000000208616257,9357.45,18288.96,8931.51,474.91,27,3,Enviada
652,671,19,4,652,2019-01-17T20:35:08.401Z,0.010700000450015068,118637.98,233518.72,114880.74,2132.33,85,6,Validação documentos
653,331,78,2,653,2015-05-20T01:27:29.336Z,0.01510000042617321,141709.32,187507.72,45798.4,2889.84,90,5,Enviada
654,231,45,4,654,2021-09-13T07:18:28.161Z,0.009600000455975533,58866.1,88442.49,29576.39,1536.33,48,1,Aprovada
655,851,28,6,655,2018-08-25T10:58:00.718Z,0.011300000362098217,3101.49,4701.84,1600.35,48.74,113,6,Aprovada
656,513,25,10,656,2017-10-04T05:03:18.644Z,0.012299999594688416,19263.31,36335.92,17072.61,751.15,31,1,Aprovada
657,450,81,2,657,2020-10-11T13:47:25.463Z,0.024900000542402267,144278.33,208794.97,64516.64,10043.22,18,5,Validação documentos
658,657,3,1,658,2013-05-03T00:02:14.110Z,0.015599999576807022,23269.26,41000.5,17731.24,480.46,91,0,Validação documentos
659,295,41,8,659,2010-05-06T22:29:18.045Z,0.024700000882148743,108952.11,166010.31,57058.2,111643.22,1,1,Aprovada
660,421,57,4,660,2019-04-18T14:00:15.717Z,0.019500000402331352,58493.74,95081.83,36588.09,1342.99,98,0,Em análise
661,69,3,1,661,2022-05-03T11:23:23.171Z,0.02199999988079071,108464.72,213280.48,104815.76,4564.02,34,0,Em análise
662,147,94,2,662,2020-07-23T13:49:02.974Z,0.018200000748038292,115342.12,163005.51,47663.39,11665.08,11,1,Validação documentos
663,696,60,1,663,2021-11-06T19:00:27.275Z,0.015799999237060547,122658.09,158420.97,35762.88,3006.29,66,2,Aprovada
664,764,98,3,664,2017-12-20T05:13:03.304Z,0.009800000116229057,33138.88,49885.32,16746.44,527.67,98,1,Aprovada
665,827,46,9,665,2021-01-14T09:19:07.707Z,0.010900000110268593,14447.76,20493.14,6045.38,217.29,119,3,Em análise
666,668,70,2,666,2022-02-22T11:09:07.205Z,0.011300000362098217,153295.47,222274.4,68978.93,3307.96,66,5,Em análise
667,199,81,2,667,2019-10-24T03:06:20.310Z,0.02449999935925007,116337.67,166528.43,50190.76,3075.5,108,6,Validação documentos
668,274,61,1,668,2018-05-28T21:14:24.842Z,0.02410000003874302,66402.28,81663.09,15260.81,2645.32,39,4,Em análise
669,237,1,4,669,2011-05-12T13:24:05.468Z,0.00860000029206276,132882.07,172633.95,39751.88,1779.68,120,0,Aprovada
670,952,34,5,670,2016-09-13T06:29:02.158Z,0.0203000009059906,55942.43,78276.08,22333.65,1263.44,114,2,Validação documentos
671,82,48,6,671,2014-10-02T13:40:54.167Z,0.01730000041425228,84166.67,105033.45,20866.78,1860.3,89,5,Enviada
672,218,83,9,672,2014-03-14T23:15:17.948Z,0.009200000204145908,95141.18,129420.05,34278.87,1331.26,117,5,Aprovada
673,172,1,4,673,2010-06-25T04:57:17.431Z,0.013199999928474426,68563.81,130335.2,61771.39,1158.01,116,6,Em análise
674,6,73,3,674,2019-05-13T12:49:10.228Z,0.011900000274181366,94886.56,141233.7,46347.14,9254.09,11,2,Aprovada
675,994,84,2,675,2019-05-25T20:55:06.699Z,0.013399999588727951,67855.24,101271.2,33415.96,1985.71,46,0,Aprovada
676,396,11,1,676,2012-06-21T21:27:38.963Z,0.020400000736117363,48042.28,59432.2,11389.92,3215.8,18,6,Aprovada
677,719,75,1,677,2022-08-28T09:01:02.300Z,0.015300000086426735,51404.55,65741.7,14337.15,2411.24,26,6,Em análise
678,717,93,9,678,2016-11-17T01:55:36.447Z,0.017000000923871994,40083.01,58934.43,18851.42,1863.6,27,4,Validação documentos
679,345,36,1,679,2010-06-07T05:57:37.270Z,0.010099999606609344,25533.26,48803.79,23270.53,576.56,59,0,Enviada
680,512,95,2,680,2013-02-20T20:28:13.556Z,0.01889999955892563,78253.13,99736.13,21483,2561.54,46,5,Em análise
681,678,64,10,681,2022-03-23T01:35:49.051Z,0.01510000042617321,109362.67,180718.53,71355.86,4136.28,34,0,Em análise
682,907,33,7,682,2022-04-06T00:01:47.027Z,0.024900000542402267,41319.02,48847.6,7528.58,1266.71,68,6,Enviada
683,240,12,9,683,2015-09-29T08:22:43.425Z,0.016200000420212746,85108.98,165862.62,80753.64,5240.02,19,0,Enviada
684,31,90,2,684,2015-07-17T16:02:06.320Z,0.024800000712275505,107123.66,149744.62,42620.96,2864.99,107,4,Validação documentos
685,792,33,7,685,2022-01-17T18:59:30.594Z,0.016100000590085983,63966.58,124825.08,60858.5,1240.57,111,4,Enviada
686,363,34,5,686,2019-04-10T19:11:32.501Z,0.02459999918937683,203839.76,239886.32,36046.56,6202.63,68,0,Validação documentos
687,462,71,7,687,2021-01-19T05:21:12.833Z,0.012400000356137753,55779.4,105127.25,49347.85,1323.48,60,6,Validação documentos
688,139,70,2,688,2020-10-26T03:23:20.355Z,0.008500000461935997,13891.58,22764.13,8872.55,342.2,50,5,Em análise
689,366,14,7,689,2021-08-28T04:34:27.857Z,0.021900000050663948,20785.12,37614.9,16829.78,712.63,47,4,Em análise
690,938,7,7,690,2014-03-01T20:15:09.617Z,0.016499999910593033,77030.41,145278.13,68247.72,2476.21,44,4,Aprovada
691,544,10,8,691,2014-01-08T08:42:11.812Z,0.02500000037252903,98357.15,168273.93,69916.78,3096.53,64,6,Enviada
692,941,54,6,692,2014-11-13T00:46:57.369Z,0.018699999898672104,172298.12,231560.83,59262.71,16162.64,12,2,Validação documentos
693,268,9,2,693,2012-04-25T07:41:51.341Z,0.0203000009059906,188440.95,221807.66,33366.71,4886.2,76,4,Validação documentos
694,480,52,8,694,2020-03-01T18:42:58.157Z,0.023099999874830246,44089.46,58345.17,14255.71,1120.31,105,3,Enviada
695,820,24,2,695,2015-08-19T12:32:18.304Z,0.02319999970495701,66192.88,96105.51,29912.63,1699.49,102,5,Enviada
696,13,78,2,696,2012-03-23T06:47:10.742Z,0.01510000042617321,119441.86,210860.86,91419,2634.37,77,2,Aprovada
697,357,63,5,697,2018-12-05T14:16:17.518Z,0.01080000028014183,91546.57,149993.61,58447.04,1888.78,69,0,Enviada
698,331,75,1,698,2013-12-13T15:41:11.218Z,0.015599999576807022,141854.29,244081.17,102226.88,2755.28,105,3,Aprovada
699,41,75,1,699,2017-02-10T17:34:28.215Z,0.01979999989271164,3363.9,4764.85,1400.95,166.78,26,0,Validação documentos
700,507,74,9,700,2022-08-25T14:13:38.366Z,0.01679999940097332,37467.72,57693.32,20225.6,1211.51,44,1,Validação documentos
701,652,58,5,701,2011-10-19T12:18:51.658Z,0.02319999970495701,54930.92,86736.2,31805.28,1523.21,79,3,Em análise
702,535,43,5,702,2019-11-05T22:59:26.001Z,0.023800000548362732,949.51,1603.4,653.89,28.85,65,0,Validação documentos
703,674,57,4,703,2010-05-01T20:16:01.497Z,0.008899999782443047,189217.38,246256.75,57039.37,3846.37,65,6,Aprovada
704,546,58,5,704,2017-03-10T14:52:57.253Z,0.02280000038444996,83735.33,134008.84,50273.51,4568.84,24,3,Enviada
705,317,7,7,705,2021-11-23T22:25:31.233Z,0.014499999582767487,149179.17,187149.38,37970.21,9475.88,18,1,Validação documentos
